P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12.1,P12.2,P12.3,P12.4,P12.5,P12.6,P12.7,P12.8,P12.9,P13,P14,P15,P16,P17.1,P17.2,P17.3,P17.4,P17.5,P17.6,P18,P19,P20.1,P20.2,P20.3,P20.4,P20.5,P20.6,P20.7,P21.1,P21.2,P21.3,P22.1,P22.2,P22.3,P23,P24.1,P24.2,P24.3,P24.4,P24.5,P24.6,P12.I,P17.I,P20.I,P22.I,P24.I
Mujer,Española,Entre 25 y 34 años,Educación secundaria,El Pla,Trabajador por cuenta ajena,Resto sector servicios,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,NS-NC,Ha aumentado,Sí,Empresario,Sí,Sí,No,No,No,Sí,Nada,No,Sí,No,Sí,No,Sí,No,Sí,1,1,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,16,3,4,3,5
Mujer,Española,De 65 en adelante,Sin estudios,Torrellano,Jubilado/Pensionista,Hostelería-Turismo,Entre 10 y 20 años cotizados,En general responsables,Muy responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,7,6,5,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,18,6,6,2,5
Hombre,Española,De 65 en adelante,Bachillerato,El Pla,Jubilado/Pensionista,Resto sector servicios,31 o más años cotizados,Muy poco responsables,Muy poco responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,Poca,Moderada o mucha,Poca,NS-NC,NS-NC,NS-NC,Ha disminuido,No,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Otro,No,No,No,No,No,No,No,No,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,10,6,0,3,5
Mujer,Española,Entre 45 y 54 años,Educación secundaria,El Pla,Trabajador por cuenta ajena,Educación,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Poca,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,NS-NC,Igual,Ha disminuido,No,Empresario,Sí,Sí,Sí,No,No,Sí,Otro,Sí,No,No,Sí,No,Sí,No,Sí,1,0,0,En desacuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,No,No,13,4,3,1,4
Hombre,Española,De 65 en adelante,Educación Primaria,El Pla,Jubilado/Pensionista,Construcción,31 o más años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,Poca,NS-NC,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,Más,Ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,Sí,Sí,Sí,Otro,Sí,No,Sí,Sí,Sí,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,9,6,5,3,5
Hombre,Española,De 65 en adelante,Educación Primaria,El Pla,Jubilado/Pensionista,Resto sector servicios,31 o más años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Poca,Ninguna,Ninguna,Moderada o mucha,Poca,Poca,Moderada o mucha,NS-NC,Igual,Ni ha disminuido ni ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,No,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,3,7,5,De acuerdo,De acuerdo,En desacuerdo,Sí,No,Sí,Sí,Sí,Sí,No,9,5,7,2,4
Hombre,Española,De 65 en adelante,Título Universitario,Ciutat Vella,Jubilado/Pensionista,Otro,Menos de 10 años cotizados,Muy poco responsables,Muy poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Ns/Nc,Sí,Sí,No,Sí,Sí,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,NS-NC,Sí,Sí,Sí,Sí,Sí,Sí,No,18,6,5,2,5
Mujer,Española,Entre 55 y 64 años,Educación Primaria,El Pla,Jubilado/Pensionista,Resto sector servicios,Entre 10 y 20 años cotizados,Poco responsables,En general responsables,Frecuentes: 2 personas de cada 4,NS-NC,Moderada o mucha,NS-NC,NS-NC,Moderada o mucha,Moderada o mucha,NS-NC,Ninguna,NS-NC,NS-NC,Ha aumentado,Sí,NS-NC,Sí,Sí,Sí,No,No,Sí,Otro,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,4,3,3,En desacuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,6,4,7,1,5
Mujer,Española,Entre 45 y 54 años,Educación secundaria,Carrús,Trabajador por cuenta ajena,Calzado,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Poca,Ninguna,Moderada o mucha,Poca,Poca,Poca,Moderada o mucha,Más,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,9,9,8,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,11,4,7,3,5
Mujer,Española,De 65 en adelante,Educación Primaria,Torrellano,Jubilado/Pensionista,Otro,31 o más años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Ninguna,Ninguna,Moderada o mucha,Moderada o mucha,Ninguna,NS-NC,NS-NC,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Nada,Sí,No,No,Sí,Sí,Sí,No,Sí,7,0,0,En desacuerdo,En desacuerdo,De acuerdo,Sí,No,No,No,No,Sí,No,9,4,4,1,1
Mujer,Española,Entre 35 y 44 años,Educación secundaria,El Pla,En paro,Resto sector servicios,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Poca,Moderada o mucha,Poca,Moderada o mucha,Poca,Poca,Poca,Igual,Ni ha disminuido ni ha aumentado,Sí,NS-NC,Sí,Sí,Sí,No,Sí,Sí,Otro,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,8,5,8,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Sí,Sí,Sí,No,12,5,6,3,4
Mujer,Española,De 65 en adelante,Educación Primaria,Altabix,Jubilado/Pensionista,Amo/a de casa,Menos de 10 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Poca,Poca,NS-NC,Poca,NS-NC,NS-NC,NS-NC,NS-NC,Más,Ni ha disminuido ni ha aumentado,No,A nadie (a largo plazo),Sí,Sí,Sí,No,No,Sí,Otro,Sí,Sí,Sí,Sí,Sí,Sí,No,No,3,4,8,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,No,No,Sí,Sí,5,4,5,3,3
Hombre,Española,Entre 18 y 24 años,Bachillerato,Carrús,Trabajador por cuenta ajena,Otro,Menos de 10 años cotizados,En general responsables,Muy responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,NS-NC,NS-NC,Poca,NS-NC,NS-NC,Igual,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Ns/Nc,Sí,Sí,No,Sí,No,Sí,No,Sí,1,1,0,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,5,4,4,2,5
Mujer,Española,Entre 45 y 54 años,Educación Primaria,Carrús,En paro,Calzado,Menos de 10 años cotizados,En general responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Poca,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Más,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,No,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,4,3,7,En desacuerdo,En desacuerdo,En desacuerdo,Sí,No,Sí,Sí,Sí,Sí,Sí,13,3,3,0,4
Hombre,Española,Entre 55 y 64 años,Título Universitario,Ciutat Vella,Jubilado/Pensionista,Educación,31 o más años cotizados,Poco responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,Moderada o mucha,NS-NC,NS-NC,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,Más,Ha disminuido,Sí,Empresario,No,No,Sí,No,No,Sí,Nada,Sí,Sí,No,Sí,No,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,8,2,4,3,5
Hombre,Española,Entre 45 y 54 años,Formación Profesional,Carrús,Trabajador autónomo,Otro,Entre 21 y 30 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,NS-NC,Moderada o mucha,NS-NC,NS-NC,Moderada o mucha,NS-NC,NS-NC,NS-NC,NS-NC,Igual,Ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,0,0,0,En desacuerdo,De acuerdo,De acuerdo,Sí,No,No,Sí,Sí,Sí,No,4,6,3,2,3
Mujer,Española,Entre 45 y 54 años,Educación secundaria,El Pla,Trabajador por cuenta ajena,Resto sector servicios,Menos de 10 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Poca,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,NS-NC,Más,Ni ha disminuido ni ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,No,No,Sí,Ns/Nc,Sí,Sí,No,Sí,No,Sí,No,Sí,2,3,0,En desacuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,13,4,4,1,5
Mujer,Española,Entre 45 y 54 años,Educación Primaria,Carrús,En paro,Servicio doméstico,Entre 10 y 20 años cotizados,Poco responsables,Muy responsables,Frecuentes: 2 personas de cada 4,Poca,Moderada o mucha,Poca,Ninguna,Moderada o mucha,Poca,Moderada o mucha,Poca,NS-NC,Igual,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,6,4,6,En desacuerdo,En desacuerdo,De acuerdo,Sí,No,No,No,Sí,Sí,Sí,10,6,7,1,2
Hombre,Española,Entre 55 y 64 años,Educación secundaria,El Pla,En paro,Otro,Entre 10 y 20 años cotizados,En general responsables,Muy responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,NS-NC,Moderada o mucha,NS-NC,Poca,Poca,Igual,Ha disminuido,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,No,No,No,Sí,No,No,0,0,2,De acuerdo,De acuerdo,De acuerdo,Sí,No,No,Sí,Sí,Sí,Sí,11,4,1,3,3
Hombre,Española,De 65 en adelante,Formación Profesional,Carrús,Jubilado/Pensionista,Calzado,31 o más años cotizados,Poco responsables,Poco responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Moderada o mucha,Poca,NS-NC,Poca,Moderada o mucha,Más,Ha disminuido,NS-NC,Empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,Sí,No,No,Sí,No,Sí,6,4,3,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,12,4,3,3,5
Mujer,Española,De 65 en adelante,Educación secundaria,Altabix,Jubilado/Pensionista,Calzado,Entre 21 y 30 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Poca,NS-NC,NS-NC,NS-NC,Poca,NS-NC,Ninguna,NS-NC,NS-NC,Igual,Ni ha disminuido ni ha aumentado,Sí,Otro,Sí,Sí,Sí,No,No,Sí,Otro,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,0,0,0,En desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,2,4,6,0,5
Mujer,Española,Entre 45 y 54 años,Formación Profesional,Altabix,Trabajador por cuenta ajena,Sanidad,Entre 10 y 20 años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Moderada o mucha,NS-NC,Poca,Moderada o mucha,Poca,Poca,Moderada o mucha,Más,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,No,Sí,No,No,4,3,3,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,12,4,4,3,5
Mujer,Española,Entre 45 y 54 años,Título Universitario,Altabix,Trabajador por cuenta ajena,Educación,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Poco frecuentes: 1 persona de cada 4,Poca,Moderada o mucha,Poca,Ninguna,Poca,Moderada o mucha,Moderada o mucha,Poca,Poca,Igual,Ha aumentado,No,A nadie (a largo plazo),Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,1,0,0,En desacuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,11,4,3,1,5
Mujer,Española,De 65 en adelante,Educación Primaria,Altabix,Jubilado/Pensionista,Nunca ha trabajado,Nunca he cotizado,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,Igual,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Nada,Sí,Sí,No,Sí,No,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,No,Sí,Sí,No,12,4,4,3,4
Hombre,Española,Entre 45 y 54 años,Título Universitario,Carrús,Trabajador autónomo,Otro,Menos de 10 años cotizados,Muy poco responsables,Muy poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Moderada o mucha,NS-NC,Moderada o mucha,Moderada o mucha,Poca,Poca,NS-NC,Más,Ha disminuido,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,No,No,Sí,Sí,No,Sí,3,1,0,De acuerdo,De acuerdo,De acuerdo,Sí,No,No,Sí,Sí,Sí,Sí,11,6,3,3,3
Mujer,Española,Entre 35 y 44 años,Educación Primaria,Carrús,Trabajador por cuenta ajena,Calzado,Entre 21 y 30 años cotizados,En general responsables,En general responsables,Poco frecuentes: 1 persona de cada 4,Poca,Ninguna,Poca,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,NS-NC,Igual,Ni ha disminuido ni ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,No,No,Sí,Otro,Sí,No,No,Sí,No,Sí,NS-NC,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,9,4,3,3,5
Hombre,Española,Entre 55 y 64 años,Título Universitario,Altabix,Trabajador autónomo,Administración pública,Entre 21 y 30 años cotizados,En general responsables,En general responsables,Poco frecuentes: 1 persona de cada 4,Moderada o mucha,Poca,Poca,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Poca,Más,Ha disminuido,No,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,No,Sí,12,6,7,3,4
Mujer,Española,Entre 18 y 24 años,Título Universitario,Altabix,Estudiante,Estudiando,Nunca he cotizado,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Poca,Ninguna,Poca,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Igual,Ha aumentado,Sí,Empresario,No,Sí,Sí,No,Sí,Sí,Lo que diga la ley,Sí,No,Sí,Sí,No,Sí,No,No,4,2,2,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,No,Sí,No,12,4,3,2,4
Mujer,Española,Entre 18 y 24 años,Bachillerato,Altabix,Estudiante,Estudiando,Nunca he cotizado,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Poca,Poca,Moderada o mucha,Poca,Moderada o mucha,NS-NC,Igual,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,Sí,Sí,Otro,Sí,No,No,Sí,No,Sí,No,Sí,4,4,6,De acuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,12,5,3,2,5
Mujer,Española,De 65 en adelante,Educación secundaria,Ciutat Vella,Ama/o de casa,Calzado,Menos de 10 años cotizados,En general responsables,En general responsables,Poco frecuentes: 1 persona de cada 4,Moderada o mucha,Moderada o mucha,NS-NC,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Poca,NS-NC,Ha disminuido,No,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,No,Sí,Sí,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,11,6,5,3,5
Mujer,Española,Entre 55 y 64 años,Título Universitario,Ciutat Vella,Trabajador por cuenta ajena,Educación,31 o más años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Más,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,Sí,Sí,Otro,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,8,6,8,En desacuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,No,No,Sí,Sí,18,5,6,1,3
Mujer,Española,Entre 45 y 54 años,Título Universitario,Carrús,En paro,Resto sector servicios,Menos de 10 años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Poca,Moderada o mucha,Poca,Poca,NS-NC,Igual,Ha disminuido,Sí,A nadie (a largo plazo),Sí,Sí,Sí,No,Sí,Sí,Ns/Nc,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,0,0,0,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,11,5,6,2,5
Mujer,Española,Entre 45 y 54 años,Bachillerato,El Pla,Ama/o de casa,Amo/a de casa,Menos de 10 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,NS-NC,Ninguna,Poca,Moderada o mucha,Poca,Poca,Poca,Igual,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,Sí,Sí,Otro,Sí,Sí,No,Sí,No,Sí,No,Sí,6,4,7,De acuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,9,5,4,2,5
Hombre,Española,Entre 45 y 54 años,Educación secundaria,Carrús,Trabajador por cuenta ajena,Servicio doméstico,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Más,Ha aumentado,Sí,Empresario,Sí,No,Sí,No,No,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,5,2,0,En desacuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,15,3,3,1,5
Hombre,Española,Entre 25 y 34 años,Formación Profesional,Ciutat Vella,Trabajador por cuenta ajena,Otro,Menos de 10 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,No,Sí,Sí,Otro,Sí,No,No,Sí,Sí,Sí,No,Sí,5,1,3,En desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Sí,No,No,Sí,Sí,14,5,4,0,3
Mujer,Española,Entre 25 y 34 años,Título Universitario,El Pla,Trabajador por cuenta ajena,Hostelería-Turismo,Menos de 10 años cotizados,Poco responsables,Poco responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Moderada o mucha,Igual,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,No,No,No,No,No,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,0,0,0,En desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,15,1,7,0,5
Mujer,Española,Entre 18 y 24 años,Título Universitario,Carrús,Estudiante,Estudiando,Nunca he cotizado,Poco responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,Poca,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Igual,Ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,NS-NC,Sí,Sí,Lo que diga la ley,Sí,No,No,No,No,No,No,Sí,7,2,3,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,15,5,1,3,5
Hombre,Española,Entre 55 y 64 años,Educación secundaria,Ciutat Vella,En paro,Resto sector servicios,Entre 10 y 20 años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,NS-NC,Más,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Otro,Sí,No,No,Sí,No,Sí,No,Sí,0,9,0,En desacuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,No,Sí,Sí,Sí,15,6,3,1,4
Hombre,Española,Entre 55 y 64 años,Educación Primaria,Carrús,En paro,Calzado,Entre 21 y 30 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,NS-NC,NS-NC,NS-NC,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Igual,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,2,0,6,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,11,6,7,3,5
Hombre,Española,Entre 55 y 64 años,Educación Primaria,El Pla,Jubilado/Pensionista,Calzado,31 o más años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,Moderada o mucha,NS-NC,Moderada o mucha,NS-NC,NS-NC,Más,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,NS-NC,Sí,Sí,Nada,No,No,Sí,Sí,No,Sí,No,Sí,0,0,0,En desacuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,No,Sí,Sí,No,8,5,4,1,4
Hombre,Española,Entre 45 y 54 años,Formación Profesional,Altabix,En paro,Otro,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Igual,Ni ha disminuido ni ha aumentado,Sí,Otro,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,10,5,5,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,16,4,7,2,5
Mujer,Española,Entre 55 y 64 años,Educación Primaria,El Pla,Ama/o de casa,Otro,Nunca he cotizado,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,Poca,NS-NC,Poca,NS-NC,NS-NC,NS-NC,NS-NC,Igual,Ni ha disminuido ni ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,No,Sí,No,Otro,NS-NC,No,No,No,No,Sí,No,Sí,10,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,4,4,2,3,5
Mujer,Española,Entre 18 y 24 años,Bachillerato,Altet,En paro,Hostelería-Turismo,Nunca he cotizado,Muy responsables,Muy responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,NS-NC,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,NS-NC,Otro,Sí,Sí,No,No,No,Sí,Lo que diga la ley,Sí,No,Sí,Sí,No,Sí,No,No,8,9,6,De acuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,14,3,3,2,5
Hombre,Extranjera,Entre 35 y 44 años,Bachillerato,El Pla,Trabajador por cuenta ajena,Hostelería-Turismo,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,NS-NC,Moderada o mucha,Poca,NS-NC,Poca,Moderada o mucha,NS-NC,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,Sí,No,Sí,Nada,Sí,No,No,Sí,Sí,Sí,No,Sí,0,0,0,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,11,5,4,2,5
Mujer,Española,Entre 45 y 54 años,Título Universitario,Altet,Trabajador por cuenta ajena,Hostelería-Turismo,Entre 21 y 30 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Poca,NS-NC,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,No,Sí,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,13,5,3,3,5
